episode,step,warehouse_1_stock,warehouse_2_stock,action,reward,holding_cost,stockout_cost,order_cost,total_cost,service_level,explanation
3,6,0.0,0.0,8,-12842.666666666666,0.0,1600.0,8000.0,9600.0,0.6666666666666667,Large order 80 units (stock: 0)
3,7,0.0,0.0,8,-12842.666666666666,0.0,1600.0,8000.0,9600.0,0.6666666666666667,Large order 80 units (stock: 0)
3,8,0.0,0.0,8,-15412.603773584906,0.0,2100.0,8000.0,10100.0,0.6037735849056604,Large order 80 units (stock: 0)
3,9,0.0,0.0,8,-12093.572413793103,0.0,1440.0,8000.0,9440.0,0.6896551724137931,Large order 80 units (stock: 0)
3,10,0.0,0.0,8,-11559.093805309734,0.0,1320.0,8000.0,9320.0,0.7079646017699115,Large order 80 units (stock: 0)
3,11,0.0,0.0,8,-13133.567078189302,0.0,1660.0,8000.0,9660.0,0.6584362139917695,Large order 80 units (stock: 0)
3,12,0.0,0.0,8,-14242.784251968504,0.0,1880.0,8000.0,9880.0,0.6299212598425197,Large order 80 units (stock: 0)
3,13,0.0,0.0,8,-13133.567078189302,0.0,1660.0,8000.0,9660.0,0.6584362139917695,Large order 80 units (stock: 0)
3,14,0.0,0.0,8,-8042.5,2.5,40.0,8000.0,8042.5,0.9872611464968153,Large order 80 units (stock: 0)
3,15,5.0,0.0,8,-8010.0,10.0,0.0,8000.0,8010.0,1.0,Large order 80 units (stock: 5)
3,16,14.0,6.0,8,-8007.5,7.5,0.0,8000.0,8007.5,1.0,Large order 80 units (stock: 14)
3,17,12.0,3.0,8,-8019.0,19.0,0.0,8000.0,8019.0,1.0,Large order 80 units (stock: 12)
3,18,25.0,13.0,7,-7536.5,36.5,0.0,7500.0,7536.5,1.0,Large order 70 units (stock: 25)
3,19,35.0,38.0,6,-6042.0,42.0,0.0,6000.0,6042.0,1.0,Large order 60 units (stock: 35)
3,20,51.0,33.0,5,-6260.0,0.0,260.0,6000.0,6260.0,0.9473684210526316,Large order 50 units (stock: 51)
3,21,0.0,0.0,8,-13477.963636363636,0.0,1560.0,8000.0,9560.0,0.6060606060606061,Large order 80 units (stock: 0)
3,22,0.0,0.0,8,-17085.93537117904,0.0,2180.0,8000.0,10180.0,0.5240174672489083,Large order 80 units (stock: 0)
3,23,0.0,0.0,8,-8026.0,26.0,0.0,8000.0,8026.0,1.0,Large order 80 units (stock: 0)
3,24,26.0,26.0,7,-7049.5,49.5,0.0,7000.0,7049.5,1.0,Large order 70 units (stock: 26)
3,25,47.0,52.0,5,-5074.5,74.5,0.0,5000.0,5074.5,1.0,Large order 50 units (stock: 47)
3,26,74.0,75.0,3,-2591.0,91.0,0.0,2500.0,2591.0,1.0,Order 30 units (stock: 74)
3,27,93.0,89.0,1,-1094.5,94.5,0.0,1000.0,1094.5,1.0,Order 10 units (stock: 93)
3,28,98.0,91.0,0,-581.5,81.5,0.0,500.0,581.5,1.0,No order (stock: 98)
3,29,87.0,76.0,1,-1556.0,56.0,0.0,1500.0,1556.0,1.0,Order 10 units (stock: 87)
